,BusinessTravel,Department,EducationField,JobRole,MaritalStatus,AgeBin,AttritionCat,DistanceFromHomeBin,EducationCat,EnvironmentSatisfactionCat,GenderCat,JobInvolvementCat,JobSatisfactionCat,MonthlyIncomeBin,NumCompaniesWorkedBin,OverTimeCat,PercentSalaryHikeBin,RelationshipSatisfactionCat,StockOptionLevelCat,TotalWorkingYearsBin,TrainingTimesLastYearBin,WorkLifeBalanceCat,YearsWithCurrManagerBin
522,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,Very High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
523,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
524,Travel_Frequently,Research & Development,Life Sciences,Research Scientist,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
525,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
526,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
527,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
528,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,College,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
529,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Low_Sat,Female,Very High_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
530,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,Very High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
531,Non-Travel,Research & Development,Other,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,far_Dist,Master,High_Sat,Male,Medium_JobInv,Very High_JobSat,medium_Inc,some_Comp,Yes_OT,high_PSH,Medium_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
532,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Female,High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Medium_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
533,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Female,Medium_JobInv,Very High_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
534,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[48.0, 58.04)_Age",No_Attr,far_Dist,College,High_Sat,Female,Very High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
535,Travel_Frequently,Research & Development,Medical,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Female,Very High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Low_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
536,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,Medium_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
537,Travel_Frequently,Research & Development,Life Sciences,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Bachelor,Very High_Sat,Female,Medium_JobInv,Low_JobSat,high_Inc,none_Comp,Yes_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
538,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[38.0, 48.0)_Age",Yes_Attr,medium_Dist,Below College,Very High_Sat,Male,High_JobInv,High_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
539,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Below College,High_Sat,Male,Medium_JobInv,Medium_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
540,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
541,Travel_Rarely,Research & Development,Other,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,Very High_JobSat,high_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
542,Travel_Frequently,Research & Development,Life Sciences,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
543,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Low_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
544,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[38.0, 48.0)_Age",No_Attr,far_Dist,Bachelor,Low_Sat,Female,High_JobInv,Very High_JobSat,high_Inc,none_Comp,No_OT,high_PSH,Medium_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
545,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Single,"[18.0, 28.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Female,Low_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
546,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
547,Travel_Rarely,Research & Development,Medical,Research Scientist,Divorced,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,College,High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
548,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Female,Medium_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
549,Non-Travel,Research & Development,Life Sciences,Research Scientist,Single,"[18.0, 28.0)_Age",No_Attr,far_Dist,Bachelor,Medium_Sat,Male,Very High_JobInv,Very High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
550,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Married,"[28.0, 38.0)_Age",Yes_Attr,far_Dist,Doctor,High_Sat,Male,Medium_JobInv,Medium_JobSat,high_Inc,none_Comp,No_OT,high_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
551,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,4-9 years_YWCM
552,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Female,High_JobInv,Medium_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
553,Travel_Frequently,Research & Development,Technical Degree,Research Scientist,Divorced,"[28.0, 38.0)_Age",No_Attr,far_Dist,College,Low_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
554,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[48.0, 58.04)_Age",No_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,Low_JobSat,medium_Inc,many_Comp,Yes_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
555,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
556,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Female,High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
557,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
558,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Single,"[38.0, 48.0)_Age",No_Attr,far_Dist,Master,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,more 20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
559,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Master,Low_Sat,Female,High_JobInv,Very High_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,Medium_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
560,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
561,Non-Travel,Research & Development,Medical,Research Scientist,Single,"[18.0, 28.0)_Age",Yes_Attr,far_Dist,Master,Low_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
562,Travel_Frequently,Research & Development,Life Sciences,Research Scientist,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,Low_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
563,Non-Travel,Research & Development,Life Sciences,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
564,Travel_Frequently,Research & Development,Life Sciences,Research Scientist,Single,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
565,Travel_Rarely,Research & Development,Other,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Master,High_Sat,Male,High_JobInv,Low_JobSat,medium_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
566,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[38.0, 48.0)_Age",No_Attr,far_Dist,Below College,High_Sat,Female,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
567,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Medium_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
568,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,Medium_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
569,Travel_Rarely,Research & Development,Medical,Research Scientist,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
570,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
571,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[48.0, 58.04)_Age",No_Attr,medium_Dist,Below College,Very High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Medium_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
572,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Below College,High_Sat,Male,High_JobInv,Very High_JobSat,high_Inc,none_Comp,No_OT,high_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
573,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,High_Sat,Female,High_JobInv,Very High_JobSat,high_Inc,none_Comp,Yes_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
574,Travel_Rarely,Research & Development,Medical,Research Scientist,Divorced,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Bachelor,High_Sat,Male,Very High_JobInv,High_JobSat,high_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
575,Travel_Frequently,Research & Development,Medical,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
576,Non-Travel,Research & Development,Life Sciences,Research Scientist,Divorced,"[18.0, 28.0)_Age",No_Attr,medium_Dist,College,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
577,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,many_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
578,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
579,Travel_Rarely,Research & Development,Technical Degree,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Bachelor,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
580,Travel_Rarely,Research & Development,Other,Research Scientist,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
581,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
582,Travel_Rarely,Research & Development,Medical,Research Scientist,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Female,High_JobInv,High_JobSat,high_Inc,none_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
583,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,College,Low_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
584,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Single,"[18.0, 28.0)_Age",Yes_Attr,medium_Dist,Master,High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
585,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[18.0, 28.0)_Age",Yes_Attr,near_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,no_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
586,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Female,Medium_JobInv,Low_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
587,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Medium_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,4-9 years_YWCM
588,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Female,High_JobInv,High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
589,Travel_Rarely,Research & Development,Other,Research Scientist,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
590,Travel_Frequently,Research & Development,Medical,Research Scientist,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Doctor,Medium_Sat,Male,Very High_JobInv,High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
591,Non-Travel,Research & Development,Technical Degree,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
592,Travel_Rarely,Research & Development,Medical,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
593,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Master,Low_Sat,Male,Low_JobInv,Very High_JobSat,low_Inc,many_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
594,Travel_Rarely,Research & Development,Other,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Low_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
595,Travel_Rarely,Research & Development,Medical,Research Scientist,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Low_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
596,Travel_Rarely,Research & Development,Life Sciences,Research Scientist,Divorced,"[18.0, 28.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
597,Non-Travel,Research & Development,Technical Degree,Research Scientist,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Very High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
598,Travel_Rarely,Research & Development,Other,Research Scientist,Single,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Below College,Very High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
