Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsWithCurrManager;Stagnation;KmeansLabels;DbscanLabels;HierarchicalLabels
30;0;Non-Travel;Research & Development;22;3;Medical;4;1;3;Manager;4;Divorced;2564;3;0;11;2;1;12;2;3;11;7;44;4;-1;0
45;0;Travel_Rarely;Research & Development;2;1;Life Sciences;3;0;3;Manager;3;Married;2654;0;1;13;4;0;21;3;2;2;2;4;5;2;0
41;0;Travel_Rarely;Research & Development;4;2;Life Sciences;3;1;4;Manager;1;Divorced;4393;1;0;14;4;2;23;3;2;5;5;25;4;-1;0
41;0;Travel_Rarely;Research & Development;5;4;Life Sciences;4;0;3;Manager;2;Married;11591;6;0;11;2;2;12;2;3;2;2;4;5;-1;0
41;0;Travel_Frequently;Sales;2;3;Technical Degree;3;1;1;Manager;2;Married;4103;3;1;12;2;1;23;2;2;9;7;49;4;-1;0
36;0;Travel_Rarely;Research & Development;4;1;Medical;4;1;3;Manager;3;Married;2593;1;0;14;2;1;18;4;3;9;9;72;1;-1;3
44;0;Travel_Rarely;Sales;1;2;Technical Degree;2;1;3;Manager;4;Married;13320;3;1;14;3;1;14;2;1;12;4;0;2;-1;0
32;0;Travel_Frequently;Sales;26;2;Life Sciences;3;0;3;Manager;4;Married;3433;1;1;12;4;2;14;3;4;5;5;20;2;-1;0
41;0;Travel_Rarely;Research & Development;10;1;Medical;3;0;3;Manager;1;Married;4721;1;1;14;4;0;21;3;3;18;10;99;1;-1;3
40;0;Travel_Rarely;Sales;4;2;Marketing;4;0;2;Manager;2;Married;35075;2;0;14;3;1;22;2;3;8;8;0;3;-1;2
40;0;Travel_Rarely;Sales;2;4;Life Sciences;4;0;3;Manager;2;Single;10322;1;0;19;2;0;22;6;3;1;1;0;5;0;0
27;0;Travel_Rarely;Research & Development;2;2;Medical;1;0;2;Manager;4;Married;3816;9;0;23;4;1;9;2;3;5;5;25;4;-1;0
30;0;Travel_Rarely;Research & Development;2;3;Life Sciences;1;0;3;Manager;3;Married;3579;5;0;11;1;0;12;2;2;11;11;24;4;-1;0
33;0;Travel_Frequently;Sales;11;2;Life Sciences;4;1;3;Manager;4;Married;4302;3;0;13;2;1;15;2;4;3;1;3;5;1;0
31;0;Travel_Rarely;Sales;1;4;Life Sciences;4;0;4;Manager;1;Single;2695;1;0;15;2;0;13;2;1;2;2;0;5;2;0
38;0;Travel_Rarely;Sales;17;3;Life Sciences;4;1;3;Manager;3;Single;4028;1;0;11;4;0;10;2;3;7;0;42;4;-1;0
42;0;Non-Travel;Research & Development;9;2;Other;4;1;2;Manager;4;Single;5265;8;0;22;4;0;24;5;3;5;1;0;2;3;0
37;1;Travel_Rarely;Sales;2;3;Marketing;1;0;1;Manager;2;Single;4285;2;1;16;1;0;19;2;3;10;10;10;2;-1;0
36;0;Travel_Frequently;Research & Development;1;4;Medical;1;0;4;Manager;4;Single;5332;2;0;22;3;0;18;3;2;5;1;8;2;-1;0
37;0;Travel_Rarely;Research & Development;3;4;Other;4;0;3;Manager;4;Married;7677;4;1;12;1;1;19;2;4;1;1;0;5;0;0
30;0;Travel_Rarely;Sales;3;1;Marketing;1;1;3;Manager;3;Married;11416;3;0;12;4;1;12;4;3;8;8;32;4;-1;0
34;0;Travel_Rarely;Sales;16;3;Marketing;4;1;3;Manager;4;Married;2579;5;1;22;3;1;16;2;3;8;8;8;2;-1;0
36;0;Travel_Rarely;Research & Development;1;2;Life Sciences;4;1;3;Manager;4;Married;6652;2;0;15;2;1;18;2;2;6;6;36;4;-1;0
36;0;Travel_Rarely;Research & Development;2;2;Medical;4;1;3;Manager;1;Married;5673;0;0;17;4;1;18;4;3;10;7;60;4;-1;0
21;0;Travel_Rarely;Research & Development;3;3;Technical Degree;1;0;3;Manager;3;Married;2380;2;0;11;4;0;3;2;3;2;2;4;5;2;0
23;0;Travel_Rarely;Research & Development;11;3;Life Sciences;3;0;3;Manager;2;Single;3989;3;0;15;2;0;5;2;3;5;4;16;2;-1;0
36;0;Non-Travel;Sales;3;3;Life Sciences;3;0;3;Manager;2;Married;2024;8;0;12;4;1;18;1;4;2;1;4;5;2;0
36;0;Travel_Rarely;Research & Development;1;3;Life Sciences;3;1;3;Manager;3;Single;2836;4;0;14;1;0;18;0;3;1;0;0;5;0;0
34;0;Travel_Frequently;Sales;2;4;Marketing;2;0;3;Manager;1;Single;23333;3;0;12;4;0;16;4;2;5;1;4;0;-1;2
42;0;Travel_Rarely;Human Resources;1;3;Human Resources;4;0;2;Manager;3;Married;4434;1;0;12;2;1;22;3;3;0;0;0;5;5;0
34;0;Travel_Frequently;Research & Development;10;3;Medical;3;0;3;Manager;4;Single;42903;2;0;25;2;0;10;5;4;10;0;0;3;-1;2
54;0;Travel_Rarely;Research & Development;2;2;Medical;4;1;1;Manager;3;Married;10686;4;0;14;4;1;23;4;3;9;9;81;1;-1;3
36;0;Travel_Rarely;Research & Development;1;4;Life Sciences;1;0;3;Manager;1;Divorced;2143;2;0;11;1;1;18;2;3;5;5;25;4;-1;0
35;0;Travel_Rarely;Research & Development;29;3;Life Sciences;2;0;3;Manufacturing Director;2;Married;2690;1;0;13;4;1;10;5;2;1;1;1;5;0;0
35;0;Travel_Rarely;Research & Development;7;2;Medical;2;0;3;Manufacturing Director;1;Married;1951;1;0;12;2;1;13;3;1;1;1;1;5;0;0
24;0;Travel_Rarely;Research & Development;6;2;Medical;2;0;3;Manufacturing Director;2;Divorced;4617;6;0;20;4;2;6;2;3;0;0;0;5;5;0
29;0;Travel_Rarely;Research & Development;2;1;Life Sciences;4;1;4;Manufacturing Director;3;Divorced;3763;1;0;17;3;2;7;5;3;0;0;0;5;5;0
30;0;Travel_Frequently;Research & Development;8;2;Life Sciences;2;1;3;Manufacturing Director;1;Married;4011;2;1;16;2;1;12;2;3;12;0;0;2;-1;0
42;0;Travel_Rarely;Research & Development;7;2;Life Sciences;3;1;2;Manufacturing Director;3;Married;23333;1;0;24;1;1;10;5;3;5;5;25;0;-1;2
29;0;Travel_Frequently;Research & Development;9;3;Life Sciences;4;0;2;Manufacturing Director;3;Married;27247;1;1;20;2;1;11;0;3;6;6;30;0;-1;2
35;1;Travel_Frequently;Research & Development;2;3;Medical;3;0;3;Manufacturing Director;2;Married;8789;0;0;11;1;2;7;3;3;7;4;2;2;-1;0
28;0;Travel_Rarely;Research & Development;19;4;Medical;4;1;3;Manufacturing Director;1;Divorced;23333;9;1;11;2;2;9;5;3;5;4;3;0;-1;2
33;0;Travel_Frequently;Research & Development;4;3;Life Sciences;3;0;2;Manufacturing Director;3;Married;4373;1;0;12;3;1;14;2;3;4;4;16;5;-1;0
42;0;Travel_Rarely;Research & Development;2;2;Medical;2;0;3;Manufacturing Director;4;Divorced;5155;2;0;14;3;1;15;3;3;6;6;6;2;-1;0
41;0;Travel_Rarely;Research & Development;21;4;Life Sciences;2;0;4;Manufacturing Director;1;Divorced;6870;1;0;11;3;1;10;3;3;3;3;9;5;-1;0
19;0;Travel_Frequently;Research & Development;6;3;Life Sciences;2;1;3;Manufacturing Director;2;Single;2325;4;0;18;4;0;1;5;3;0;0;0;5;5;0
48;0;Travel_Rarely;Research & Development;1;3;Other;3;0;3;Manufacturing Director;2;Married;11591;0;0;15;1;1;10;2;3;2;2;0;5;-1;0
23;0;Travel_Rarely;Research & Development;11;2;Other;1;0;4;Manufacturing Director;3;Divorced;2322;0;0;18;4;1;5;3;2;0;0;0;5;5;0
31;0;Travel_Frequently;Research & Development;2;2;Medical;4;1;4;Manufacturing Director;4;Married;9637;1;0;12;2;0;8;3;3;3;3;3;5;-1;0
20;0;Travel_Rarely;Research & Development;12;4;Life Sciences;3;0;3;Manufacturing Director;3;Married;3033;9;1;12;2;2;2;2;3;2;1;2;5;2;0
46;0;Travel_Rarely;Research & Development;1;1;Life Sciences;4;0;2;Manufacturing Director;4;Married;16606;1;0;16;3;1;21;2;3;13;8;66;1;-1;3
37;0;Travel_Rarely;Research & Development;2;3;Medical;4;0;1;Manufacturing Director;2;Divorced;42903;5;0;18;4;1;13;2;3;10;2;1;3;-1;2
36;0;Travel_Rarely;Research & Development;2;2;Medical;4;1;2;Manufacturing Director;3;Married;6244;3;1;19;4;1;10;6;4;5;2;0;2;3;0
18;0;Non-Travel;Research & Development;2;2;Other;4;1;2;Manufacturing Director;4;Divorced;1611;1;0;19;1;2;0;5;3;0;0;0;5;5;0
43;0;Non-Travel;Research & Development;23;3;Life Sciences;4;0;2;Manufacturing Director;3;Single;2438;0;0;21;2;0;10;2;3;3;3;3;5;1;0
50;0;Travel_Rarely;Research & Development;2;1;Life Sciences;4;0;3;Manufacturing Director;2;Married;10496;3;0;18;2;1;23;2;3;4;2;2;5;-1;0
35;0;Travel_Rarely;Research & Development;10;2;Life Sciences;4;0;3;Manufacturing Director;1;Divorced;4581;0;0;21;3;2;9;2;2;9;7;7;2;-1;0
42;0;Travel_Rarely;Research & Development;27;4;Life Sciences;4;1;3;Manufacturing Director;3;Married;5231;2;0;16;2;1;17;1;3;5;5;0;2;3;0
18;0;Travel_Rarely;Research & Development;20;4;Medical;3;1;3;Manufacturing Director;1;Married;1200;1;0;14;3;0;0;2;2;0;0;0;5;5;0
27;0;Non-Travel;Research & Development;2;4;Life Sciences;4;0;2;Manufacturing Director;1;Married;6349;6;0;13;2;1;9;0;3;5;5;25;4;-1;0
36;0;Travel_Rarely;Research & Development;7;4;Medical;3;1;3;Manufacturing Director;4;Single;7677;1;1;14;3;0;11;2;2;1;1;1;5;0;0
31;0;Travel_Rarely;Research & Development;29;1;Life Sciences;3;1;1;Manufacturing Director;2;Married;2109;1;0;14;2;2;8;3;2;3;3;3;5;1;0
40;0;Travel_Rarely;Research & Development;2;3;Medical;3;0;2;Manufacturing Director;4;Single;3319;5;1;24;2;0;12;2;2;9;0;0;2;-1;0
34;0;Travel_Frequently;Research & Development;10;3;Medical;3;0;3;Manufacturing Director;1;Single;31161;6;1;19;4;0;9;3;3;7;4;2;3;-1;2
52;0;Travel_Rarely;Research & Development;1;4;Medical;1;1;2;Manufacturing Director;3;Married;13247;4;1;20;4;3;27;2;2;5;2;0;0;-1;0
39;0;Travel_Rarely;Research & Development;1;3;Life Sciences;1;1;3;Manufacturing Director;3;Married;6389;0;0;12;4;2;5;3;3;5;2;2;2;3;0
34;0;Travel_Rarely;Research & Development;18;2;Life Sciences;3;0;3;Manufacturing Director;4;Single;5337;2;0;11;3;0;10;3;3;10;2;4;2;-1;0
46;0;Travel_Rarely;Research & Development;25;3;Life Sciences;4;0;2;Manufacturing Director;2;Single;10096;0;0;13;4;0;5;1;3;5;2;0;2;-1;0
35;0;Travel_Rarely;Research & Development;8;1;Medical;2;1;2;Manufacturing Director;4;Married;11591;1;1;15;3;1;10;2;2;2;2;2;5;-1;0
47;0;Travel_Rarely;Research & Development;2;3;Life Sciences;3;1;1;Manufacturing Director;4;Single;4163;2;0;20;3;0;11;0;3;9;2;0;2;-1;0
26;0;Travel_Rarely;Research & Development;25;3;Technical Degree;4;0;2;Manufacturing Director;2;Married;23333;3;0;16;1;0;8;2;3;5;5;20;0;-1;2
38;0;Travel_Rarely;Research & Development;5;4;Technical Degree;3;1;3;Manufacturing Director;2;Single;2288;0;0;13;4;0;17;3;3;2;2;0;5;2;0
35;0;Travel_Rarely;Research & Development;1;2;Life Sciences;4;1;2;Manufacturing Director;4;Married;10377;0;0;22;1;2;4;6;1;4;2;4;5;-1;0
34;0;Travel_Rarely;Research & Development;5;2;Medical;4;1;3;Manufacturing Director;4;Divorced;5121;7;0;16;3;2;8;3;2;0;0;0;5;5;0
34;0;Travel_Rarely;Research & Development;18;4;Medical;4;1;3;Manufacturing Director;4;Single;4599;6;0;12;4;0;16;2;2;15;4;35;4;-1;0
35;0;Travel_Rarely;Research & Development;4;3;Life Sciences;2;0;4;Manufacturing Director;2;Married;42903;0;1;20;2;1;6;2;3;6;3;0;3;-1;2
31;0;Travel_Frequently;Research & Development;9;2;Medical;1;0;3;Manufacturing Director;1;Married;9824;1;0;25;4;1;10;2;3;1;1;0;5;0;0
27;0;Travel_Rarely;Research & Development;6;3;Medical;4;1;2;Manufacturing Director;2;Single;2279;6;1;15;4;0;8;2;3;7;2;4;2;-1;0
33;0;Travel_Rarely;Research & Development;18;3;Medical;3;0;3;Manufacturing Director;3;Divorced;7677;2;0;14;3;1;15;2;2;1;1;0;5;0;0
40;0;Non-Travel;Research & Development;9;2;Medical;2;0;2;Manufacturing Director;2;Divorced;13757;2;1;11;3;1;13;5;3;9;2;0;2;-1;0
52;0;Non-Travel;Research & Development;1;3;Technical Degree;3;0;1;Manufacturing Director;1;Divorced;3482;2;1;21;3;1;17;3;3;9;7;49;4;-1;0
27;0;Travel_Rarely;Research & Development;1;1;Life Sciences;3;0;3;Manufacturing Director;1;Married;38989;0;0;12;3;1;4;4;3;4;3;0;3;-1;2
32;0;Travel_Frequently;Research & Development;2;4;Life Sciences;3;0;3;Manufacturing Director;2;Single;6524;9;1;11;4;0;14;3;3;10;10;50;4;-1;0
37;0;Travel_Rarely;Research & Development;2;3;Life Sciences;3;1;2;Manufacturing Director;2;Divorced;6447;2;0;18;2;1;15;2;4;6;4;36;4;-1;0
31;0;Travel_Rarely;Research & Development;20;3;Other;3;0;3;Manufacturing Director;1;Married;54645;0;0;15;3;1;7;2;2;7;2;0;3;-1;2
36;1;Travel_Rarely;Research & Development;22;4;Medical;4;1;3;Manufacturing Director;3;Married;4907;1;1;15;4;2;10;3;2;5;5;10;2;-1;0
50;0;Travel_Rarely;Research & Development;1;1;Technical Degree;4;0;3;Manufacturing Director;3;Married;3690;1;0;13;1;1;10;2;3;3;3;0;5;1;0
30;0;Travel_Rarely;Research & Development;2;4;Life Sciences;1;1;3;Manufacturing Director;4;Married;6877;0;0;18;2;1;4;4;3;0;0;0;5;5;0
28;0;Travel_Rarely;Research & Development;10;5;Medical;2;0;3;Manufacturing Director;1;Married;2070;2;0;13;4;3;10;2;3;5;5;25;4;-1;0
31;0;Travel_Rarely;Research & Development;21;2;Medical;3;0;3;Manufacturing Director;3;Divorced;23333;2;0;16;2;1;11;4;3;5;2;0;0;-1;2
34;0;Travel_Rarely;Research & Development;4;3;Life Sciences;4;1;3;Manufacturing Director;4;Single;11631;1;0;11;3;0;11;6;3;11;8;0;2;-1;0
32;0;Travel_Rarely;Research & Development;18;4;Life Sciences;4;0;3;Manufacturing Director;4;Divorced;10400;0;1;15;1;2;7;2;3;7;7;7;2;-1;0
33;0;Travel_Rarely;Research & Development;1;1;Life Sciences;3;1;2;Manufacturing Director;3;Single;4878;1;0;22;3;0;12;2;3;9;8;40;4;-1;0
27;0;Non-Travel;Research & Development;5;4;Life Sciences;4;0;2;Manufacturing Director;4;Single;2566;8;0;24;2;0;8;2;3;1;0;0;5;0;0
31;0;Travel_Rarely;Research & Development;10;3;Medical;1;0;3;Manufacturing Director;3;Single;3067;9;0;14;2;0;9;1;3;2;2;0;5;2;0
26;0;Travel_Rarely;Research & Development;24;3;Medical;4;0;3;Manufacturing Director;1;Married;19419;1;1;21;4;1;8;2;2;4;4;16;0;-1;2
36;0;Travel_Rarely;Research & Development;1;2;Life Sciences;4;0;2;Manufacturing Director;4;Married;15505;9;1;13;4;1;8;2;3;3;2;0;0;-1;0
29;0;Travel_Rarely;Research & Development;29;3;Technical Degree;4;0;3;Manufacturing Director;4;Married;19419;3;0;18;1;1;9;2;1;4;4;4;0;-1;0
36;0;Travel_Rarely;Research & Development;2;2;Life Sciences;4;0;3;Manufacturing Director;4;Divorced;4717;3;0;14;3;1;12;2;2;11;7;32;4;-1;0
36;0;Travel_Frequently;Research & Development;1;3;Technical Degree;2;1;3;Manufacturing Director;4;Single;9738;4;0;17;4;0;12;6;4;9;2;5;2;-1;0
28;0;Travel_Rarely;Research & Development;7;4;Medical;3;0;3;Manufacturing Director;3;Married;4724;2;0;14;3;0;7;0;4;5;0;0;2;3;0
46;0;Non-Travel;Research & Development;4;2;Life Sciences;4;1;3;Manufacturing Director;2;Divorced;5258;7;0;13;2;3;18;2;3;1;1;0;5;0;0
32;0;Travel_Rarely;Research & Development;8;5;Life Sciences;2;0;3;Manufacturing Director;1;Divorced;2176;3;0;14;3;1;7;5;3;6;0;0;2;-1;0
37;0;Travel_Rarely;Research & Development;2;4;Life Sciences;4;1;3;Manufacturing Director;3;Married;4777;9;0;14;2;0;14;2;3;1;0;0;5;0;0
44;0;Travel_Rarely;Research & Development;28;2;Medical;4;0;4;Manufacturing Director;3;Married;11591;2;1;11;2;1;24;2;2;2;2;0;5;-1;0
36;0;Travel_Rarely;Research & Development;17;3;Technical Degree;3;0;3;Manufacturing Director;3;Married;8564;8;0;11;3;1;18;2;3;0;0;0;5;-1;0
39;1;Travel_Frequently;Research & Development;8;4;Life Sciences;1;0;1;Manufacturing Director;4;Single;4127;2;0;15;4;0;18;2;3;2;2;0;5;2;0
32;0;Travel_Rarely;Research & Development;1;3;Life Sciences;4;0;2;Manufacturing Director;4;Married;5470;1;0;13;2;1;14;4;2;9;9;24;4;-1;0
36;0;Travel_Rarely;Research & Development;13;2;Medical;4;1;4;Manufacturing Director;1;Divorced;3936;0;0;11;3;2;5;2;3;5;3;2;2;3;0
29;0;Travel_Frequently;Research & Development;8;4;Life Sciences;3;0;3;Manufacturing Director;4;Single;2439;1;0;23;4;0;11;3;3;1;1;1;5;0;0
50;0;Travel_Rarely;Research & Development;15;3;Life Sciences;1;0;2;Manufacturing Director;3;Married;23333;1;0;13;4;2;18;1;3;5;5;25;0;-1;2
18;0;Travel_Rarely;Research & Development;9;2;Medical;3;0;3;Manufacturing Director;3;Single;1878;7;1;18;3;0;0;3;3;0;0;0;5;5;0
30;0;Travel_Rarely;Research & Development;27;3;Medical;2;0;1;Manufacturing Director;1;Divorced;2141;0;0;21;2;1;6;3;2;6;0;0;2;-1;0
43;0;Travel_Frequently;Research & Development;16;3;Life Sciences;3;0;3;Manufacturing Director;4;Single;11591;6;1;15;4;0;18;5;2;2;2;4;5;-1;0
40;0;Travel_Rarely;Research & Development;3;3;Medical;4;1;2;Manufacturing Director;3;Married;6513;2;1;14;3;0;22;3;3;5;4;0;2;3;0
35;0;Travel_Rarely;Research & Development;1;3;Medical;1;0;3;Manufacturing Director;4;Married;8020;0;1;22;2;1;9;2;3;9;8;56;4;-1;0
36;0;Travel_Rarely;Research & Development;7;4;Medical;2;1;2;Manufacturing Director;3;Married;5647;2;0;17;3;0;10;3;3;3;0;0;5;1;0
33;0;Non-Travel;Research & Development;1;3;Life Sciences;3;1;3;Manufacturing Director;3;Single;27247;4;1;14;4;0;10;2;4;6;0;0;0;-1;2
31;0;Travel_Rarely;Research & Development;4;3;Life Sciences;3;0;2;Manufacturing Director;2;Divorced;4233;8;1;12;3;1;13;2;3;3;3;9;5;-1;0
45;0;Travel_Rarely;Research & Development;1;4;Life Sciences;2;0;3;Manufacturing Director;2;Married;2132;6;0;12;2;1;8;3;2;5;3;20;2;-1;0
34;0;Non-Travel;Research & Development;18;2;Life Sciences;1;1;3;Manufacturing Director;3;Single;6538;0;0;11;1;0;9;2;3;3;3;3;5;1;0
32;0;Non-Travel;Research & Development;8;3;Life Sciences;1;0;3;Manufacturing Director;2;Divorced;15505;4;0;21;3;1;4;2;4;3;0;0;0;-1;0
31;0;Travel_Frequently;Research & Development;1;4;Life Sciences;1;1;2;Manufacturing Director;3;Divorced;4148;1;0;18;3;1;7;1;4;4;4;0;5;4;0
46;1;Travel_Rarely;Research & Development;3;1;Life Sciences;2;0;3;Manufacturing Director;3;Married;10845;0;1;19;1;1;4;3;4;4;2;0;5;-1;0
32;0;Travel_Frequently;Research & Development;9;1;Life Sciences;3;0;3;Manufacturing Director;2;Divorced;3068;1;0;25;4;1;13;2;4;7;7;0;2;-1;0
36;0;Travel_Rarely;Research & Development;16;4;Medical;3;1;4;Manufacturing Director;3;Divorced;5775;1;1;19;3;0;18;2;4;10;7;20;4;-1;0
38;0;Travel_Rarely;Research & Development;7;4;Life Sciences;1;0;4;Manufacturing Director;3;Married;7677;4;0;17;4;1;9;2;3;1;1;0;5;0;0
35;0;Non-Travel;Research & Development;2;1;Medical;2;1;3;Manufacturing Director;3;Single;4148;5;1;18;2;0;16;2;2;14;2;4;2;-1;0
44;0;Travel_Frequently;Research & Development;19;3;Life Sciences;3;0;3;Manufacturing Director;3;Married;2342;3;0;17;1;3;9;2;2;5;2;0;2;3;0
30;0;Travel_Rarely;Research & Development;2;4;Life Sciences;1;1;4;Manufacturing Director;1;Single;11916;6;1;12;4;0;12;2;3;9;9;28;4;-1;0
52;0;Travel_Rarely;Research & Development;9;4;Medical;2;0;3;Research Director;3;Single;8446;9;0;17;3;0;20;2;2;8;8;14;2;-1;0
35;0;Travel_Rarely;Research & Development;1;3;Technical Degree;4;0;3;Research Director;1;Married;54645;1;0;13;2;1;15;3;3;13;11;60;3;-1;1
47;0;Travel_Frequently;Research & Development;3;2;Life Sciences;3;0;3;Research Director;4;Single;12936;3;0;15;4;0;10;3;3;0;0;0;5;-1;0
43;0;Travel_Rarely;Research & Development;25;2;Life Sciences;1;0;2;Research Director;2;Married;6895;3;0;17;3;1;19;2;3;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;28;3;Life Sciences;4;1;3;Research Director;1;Married;6545;4;1;11;2;0;18;1;3;3;2;2;5;1;0
35;0;Travel_Rarely;Research & Development;28;3;Life Sciences;4;0;3;Research Director;1;Married;23333;3;0;13;3;1;17;5;4;5;5;25;0;-1;2
39;0;Non-Travel;Research & Development;8;5;Life Sciences;1;0;3;Research Director;2;Single;10920;3;0;11;3;0;9;2;4;6;0;2;2;-1;0
47;0;Non-Travel;Research & Development;1;2;Life Sciences;1;0;3;Research Director;4;Single;5467;1;1;12;3;0;15;4;3;8;8;64;4;-1;0
49;0;Travel_Rarely;Research & Development;1;3;Life Sciences;4;1;2;Research Director;4;Divorced;13964;3;0;14;2;2;9;2;2;7;7;7;2;-1;0
28;0;Travel_Rarely;Research & Development;3;4;Medical;3;0;3;Research Director;3;Married;2028;3;1;16;4;3;10;2;2;4;3;3;5;4;0
49;0;Travel_Rarely;Research & Development;15;2;Life Sciences;4;0;3;Research Director;2;Married;23333;5;0;11;1;1;25;2;3;5;3;0;0;-1;2
38;0;Travel_Frequently;Research & Development;3;4;Medical;2;0;3;Research Director;3;Divorced;2821;9;0;12;1;1;9;2;3;2;2;4;5;2;0
24;0;Travel_Rarely;Research & Development;15;4;Life Sciences;1;1;3;Research Director;3;Married;19419;2;1;14;2;0;6;6;3;4;2;4;0;-1;0
40;0;Travel_Rarely;Research & Development;15;3;Medical;2;1;3;Research Director;1;Divorced;2213;7;0;14;4;2;16;3;2;7;7;42;4;-1;0
43;0;Travel_Rarely;Research & Development;2;4;Technical Degree;1;0;3;Research Director;3;Married;7847;9;0;12;1;1;16;3;1;10;3;0;2;-1;0
36;0;Travel_Rarely;Research & Development;10;4;Life Sciences;3;0;3;Research Director;1;Single;10793;9;1;11;4;0;18;5;3;13;2;2;2;-1;0
35;0;Non-Travel;Research & Development;8;2;Life Sciences;2;0;4;Research Director;1;Married;9884;0;1;12;3;3;9;3;2;4;4;4;5;-1;0
29;0;Non-Travel;Research & Development;14;2;Life Sciences;2;0;3;Research Director;1;Married;4649;6;0;24;3;1;11;3;3;4;0;1;5;4;0
27;0;Travel_Frequently;Research & Development;15;2;Life Sciences;3;0;2;Research Director;4;Divorced;2580;0;1;14;2;1;9;2;3;4;4;8;5;-1;0
44;0;Travel_Rarely;Research & Development;7;3;Medical;2;0;3;Research Director;4;Divorced;5933;0;1;14;4;1;23;2;2;5;5;5;2;3;0
49;0;Travel_Rarely;Research & Development;10;3;Medical;3;1;3;Research Director;3;Married;4507;4;0;20;3;1;13;2;4;5;5;20;2;-1;0
36;0;Travel_Frequently;Research & Development;7;4;Life Sciences;1;0;3;Research Director;2;Single;3692;0;0;11;3;0;13;2;3;11;11;12;2;-1;0
35;0;Travel_Rarely;Research & Development;1;5;Medical;1;0;4;Research Director;3;Divorced;3506;4;0;19;3;1;10;3;3;3;3;0;5;1;0
49;0;Travel_Rarely;Research & Development;3;4;Medical;2;1;2;Research Director;3;Married;3580;1;0;18;3;0;10;2;3;4;4;0;5;4;0
33;0;Travel_Rarely;Research & Development;8;3;Life Sciences;1;1;4;Research Director;1;Married;2622;9;0;14;1;1;10;3;3;3;3;0;5;1;0
49;0;Travel_Rarely;Research & Development;10;3;Medical;2;0;1;Research Director;3;Married;10466;3;0;12;1;1;20;3;3;8;8;8;2;-1;0
28;0;Travel_Rarely;Research & Development;2;4;Medical;3;1;3;Research Director;4;Divorced;11591;7;1;17;3;1;10;0;3;2;2;2;5;-1;0
52;0;Travel_Rarely;Research & Development;7;3;Medical;3;0;3;Research Director;3;Married;5577;0;0;11;4;0;14;3;4;10;7;27;4;-1;0
31;0;Travel_Rarely;Research & Development;11;3;Other;2;1;3;Research Director;4;Divorced;4306;0;1;14;3;3;10;5;3;10;7;0;2;-1;0
36;0;Travel_Frequently;Research & Development;28;2;Technical Degree;4;0;2;Research Director;2;Single;4668;1;0;11;3;0;18;2;3;8;6;48;4;-1;0
30;0;Travel_Rarely;Research & Development;1;4;Medical;1;1;3;Research Director;4;Divorced;6118;2;1;18;1;2;12;2;3;10;2;0;2;-1;0
40;0;Travel_Rarely;Research & Development;7;1;Life Sciences;2;0;1;Research Director;3;Divorced;2741;1;0;22;2;2;21;2;3;7;7;35;4;-1;0
36;0;Travel_Frequently;Research & Development;15;2;Life Sciences;3;1;2;Research Director;3;Married;13458;0;0;24;1;1;14;1;3;14;11;60;1;-1;3
52;0;Travel_Rarely;Research & Development;1;1;Medical;3;0;3;Research Director;2;Married;7969;0;0;18;1;2;14;4;1;5;5;25;4;-1;0
33;0;Travel_Rarely;Research & Development;5;4;Technical Degree;2;0;3;Research Scientist;2;Single;2799;2;0;14;2;0;12;1;3;3;3;0;5;1;0
35;0;Travel_Rarely;Research & Development;7;3;Life Sciences;4;0;4;Research Scientist;3;Divorced;2269;1;0;11;4;3;4;2;3;1;1;0;5;0;0
36;0;Travel_Rarely;Research & Development;17;2;Life Sciences;4;0;4;Research Scientist;1;Single;3375;3;1;13;3;0;10;2;3;3;2;0;5;1;0
28;0;Travel_Rarely;Research & Development;1;3;Medical;4;0;3;Research Scientist;2;Married;3310;0;1;21;1;1;10;3;3;5;5;25;4;-1;0
36;0;Travel_Rarely;Research & Development;10;2;Life Sciences;1;1;3;Research Scientist;4;Married;3038;3;0;21;4;2;8;3;2;1;1;0;5;0;0
37;0;Travel_Rarely;Research & Development;3;3;Technical Degree;3;0;3;Research Scientist;2;Single;10609;0;0;12;4;0;10;2;3;10;7;0;2;-1;0
36;0;Travel_Rarely;Research & Development;1;4;Life Sciences;3;1;1;Research Scientist;4;Married;70301;0;0;12;4;1;4;2;3;4;1;3;3;-1;2
46;0;Travel_Rarely;Research & Development;1;2;Medical;3;1;2;Research Scientist;1;Married;16872;2;0;14;1;1;17;2;2;7;2;0;0;-1;0
36;0;Travel_Rarely;Research & Development;29;2;Life Sciences;1;0;3;Research Scientist;3;Divorced;11591;2;0;11;2;1;18;3;3;2;2;0;5;-1;0
36;0;Travel_Rarely;Research & Development;6;3;Medical;3;1;4;Research Scientist;1;Divorced;7094;4;1;13;1;2;13;0;3;7;7;42;4;-1;0
29;0;Travel_Rarely;Research & Development;10;1;Medical;3;1;3;Research Scientist;3;Married;2804;0;0;17;2;1;3;3;2;1;1;0;5;0;0
